,Restaurant Name,Restaurant Latitude,Restaurant Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
90,Pizzaburg,40.152074,-82.68329,SUBWAY,40.152424651665996,-82.68652208806992,Sandwich Place
91,Pizzaburg,40.152074,-82.68329,Circle K,40.15371965873531,-82.68430709838867,Convenience Store
92,Pizzaburg,40.152074,-82.68329,Circle K,40.154238,-82.684715,Convenience Store
93,Pizzaburg,40.152074,-82.68329,Domino's Pizza,40.155141,-82.682778,Pizza Place
94,Pizzaburg,40.152074,-82.68329,Shell,40.153948,-82.685419,Gas Station
95,Pizzaburg,40.152074,-82.68329,Ernie Reyes,40.15260390198973,-82.6835743238024,Gym / Fitness Center
96,Pizzaburg,40.152074,-82.68329,Johnstown Family Restaurant,40.152934,-82.686105,American Restaurant
97,Pizzaburg,40.152074,-82.68329,Wine And Liquor Depot,40.154497,-82.68445799999999,Smoke Shop
98,Pizzaburg,40.152074,-82.68329,Whit's Frozen Custard & Food,40.15431007296912,-82.6856803894043,Dessert Shop
99,Wildwood Pizza,31.288586,-92.47294000000001,Wildwood Pizza,31.288642239277557,-92.47287780761519,Pizza Place
100,Wildwood Pizza,31.288586,-92.47294000000001,Spirits Food & Friends,31.290283183319477,-92.47396731029653,American Restaurant
101,Wildwood Pizza,31.288586,-92.47294000000001,Atwood's Bakery,31.29086896456246,-92.47603418358533,Bakery
102,Wildwood Pizza,31.288586,-92.47294000000001,Frosty Factory,31.287243932365335,-92.47413792013309,Bar
103,Wildwood Pizza,31.288586,-92.47294000000001,Apollo Greek & Lebanese Cafe,31.286706507897282,-92.47408301878573,Greek Restaurant
104,Wildwood Pizza,31.288586,-92.47294000000001,Circle K,31.286721,-92.473638,Convenience Store
105,Wildwood Pizza,31.288586,-92.47294000000001,Chick-fil-A,31.285198,-92.4751936,Fast Food Restaurant
106,Wildwood Pizza,31.288586,-92.47294000000001,Snap Fitness,31.285015954876165,-92.47571916141307,Gym
107,Wildwood Pizza,31.288586,-92.47294000000001,Piccadilly Cafeteria,31.284637,-92.474877,Café
108,Wildwood Pizza,31.288586,-92.47294000000001,Church's Chicken,31.28703890331644,-92.47441148001849,Fried Chicken Joint
109,Wildwood Pizza,31.288586,-92.47294000000001,Burger King,31.289477899617328,-92.47531414031988,Fast Food Restaurant
110,Wildwood Pizza,31.288586,-92.47294000000001,Americas Best Value Inn Alexandria,31.2899178,-92.4775515,Hotel
111,Wildwood Pizza,31.288586,-92.47294000000001,Good People Kitchen,31.29024876657171,-92.47616262543268,Salad Place
112,Wildwood Pizza,31.288586,-92.47294000000001,Spa Belleza,31.291735584227595,-92.46947765350342,Spa
113,Wildwood Pizza,31.288586,-92.47294000000001,Tellarico Law Firm,31.2915654,-92.46922861,Lawyer
114,Wildwood Pizza,31.288586,-92.47294000000001,Gordon McKernan Injury Attorneys,31.2915965,-92.46919383,Lawyer
115,Pomo,33.566876,-111.92536100000001,Pomo,33.56687612018309,-111.92536142968237,Pizza Place
116,Pomo,33.566876,-111.92536100000001,Pei Wei,33.564954,-111.924412,Asian Restaurant
117,Pomo,33.566876,-111.92536100000001,The Hash Kitchen,33.56524926773323,-111.92549977841351,Breakfast Spot
118,Pomo,33.566876,-111.92536100000001,Sprouts Farmers Market,33.56576582489693,-111.92451596260071,Grocery Store
119,Pomo,33.566876,-111.92536100000001,SOI4 | Bangkok Eatery,33.566197101501004,-111.92477582386086,Thai Restaurant
120,Pomo,33.566876,-111.92536100000001,Rolfs Salon at Gainey Village,33.56518158381091,-111.92474994313963,Salon / Barbershop
121,Pomo,33.566876,-111.92536100000001,Village Tavern,33.56450259846923,-111.92472312380022,American Restaurant
122,Pomo,33.566876,-111.92536100000001,The Living Room,33.56701447577258,-111.9252478435099,Wine Bar
123,Pomo,33.566876,-111.92536100000001,Drexyl,33.5661321401853,-111.92545278314783,New American Restaurant
124,Pomo,33.566876,-111.92536100000001,Chez Vous,33.564696669293006,-111.92472693788703,French Restaurant
125,Pomo,33.566876,-111.92536100000001,The Coffee Bean & Tea Leaf,33.566273,-111.925548,Coffee Shop
126,Pomo,33.566876,-111.92536100000001,Panera Bread,33.56481379833237,-111.92555260812718,Bakery
127,Pomo,33.566876,-111.92536100000001,The Shops @ Gainey Village,33.565875485738644,-111.92503358842369,Shopping Mall
128,Pomo,33.566876,-111.92536100000001,Wells Fargo Private Bank,33.5627689,-111.9256401,Business Service
129,Pomo,33.566876,-111.92536100000001,Scotsdale Jean Company,33.565678999999996,-111.92473500000001,Clothing Store
130,Pomo,33.566876,-111.92536100000001,Forno Fabbri,33.565678999999996,-111.92473500000001,Deli / Bodega
131,Pomo,33.566876,-111.92536100000001,Two Plates Full,33.565678999999996,-111.92473500000001,Gift Shop
132,Pomo,33.566876,-111.92536100000001,Famous 48,33.5670808,-111.9242929,Restaurant
133,Pomo,33.566876,-111.92536100000001,Notorious Burgers,33.56492115721393,-111.9252841834223,American Restaurant
134,Pomo,33.566876,-111.92536100000001,BBVA Compass,33.5666055,-111.9221908,Bank
135,Pomo,33.566876,-111.92536100000001,Sonesta Suites,33.564866,-111.923108,Hotel
136,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,Chick-fil-A,29.9047028,-95.5526527,Fast Food Restaurant
137,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,Salata,29.9036889,-95.5513227,Salad Place
138,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,LA Fitness,29.905038506596856,-95.55182585865433,Gym
139,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,Starbucks,29.904068,-95.555587,Coffee Shop
140,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,Potbelly Sandwich Shop,29.903989275737572,-95.55163689814759,Sandwich Place
141,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,Kroger,29.9040179,-95.5554551,Supermarket
142,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,Whataburger,29.904218441857296,-95.55214047431946,Burger Joint
143,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,Cafe India,29.901677385944726,-95.55291325967471,Indian Restaurant
144,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,SUBWAY,29.903455877495286,-95.55588225933548,Sandwich Place
145,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,Mosa Asian Bistro,29.902005932107507,-95.55239229726789,Asian Restaurant
146,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,Orange Leaf,29.903442597483142,-95.5560155135111,Frozen Yogurt Shop
147,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,Smoothie King,29.903929,-95.551672,Smoothie Shop
148,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,Starbucks,29.903501510620117,-95.5560073852539,Coffee Shop
149,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,LA Fitness,29.905071258544922,-95.55155944824219,Gym / Fitness Center
150,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,Dollar Tree,29.902019570708735,-95.55370936773565,Discount Store
151,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,Redbox,29.903959274291992,-95.55516052246094,Video Store
152,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,Verizon Authorized Retailer — Cellular Sales,29.903341100337723,-95.55567482117112,Mobile Phone Shop
153,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,Fat Tuesday Sports Bar,29.901987319206974,-95.55244651142768,Bar
154,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,Chipotle Mexican Grill,29.903817925109188,-95.55149931717926,Mexican Restaurant
155,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,Redbox,29.9012393951416,-95.55182647705078,Video Store
156,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,KFC,29.903814303394554,-95.55402452211115,Fried Chicken Joint
157,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,Los Arcos Mexican Restaurant,29.901462840608392,-95.55237512743457,Mexican Restaurant
158,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,Taco Bell,29.903859772146614,-95.55402508768529,Fast Food Restaurant
159,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,Sonic Drive-In,29.9024581780944,-95.5551186445086,Fast Food Restaurant
160,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,West Rd & Beltway 8,29.903618463749755,-95.55481917003424,Road
161,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,Kung Food,29.90439612957096,-95.55509337577749,Chinese Restaurant
162,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,Tandoori Hut Indian Restaurant,29.904296,-95.555142,Indian Restaurant
163,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,Rachael's Hallmark,29.903627975194453,-95.55547540150717,Gift Shop
164,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,Prosperity Bank,29.90480435712582,-95.55499746894918,Bank
165,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,Milano's Pizzeria & Italian Grill,29.904365709644402,-95.55494385353964,Pizza Place
166,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,Twin Nails and Spa,29.90416932309259,-95.55234811432975,Spa
167,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,Texan Liquor,29.901775267478236,-95.55291203902729,Liquor Store
168,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,Banh Mi ETC,29.901632,-95.553011,Sandwich Place
169,Milanos Pizzeria Italian Grill,29.904365999999996,-95.55494399999999,La Quinta Inn & Suites Houston NW Beltway8/WestRD,29.904048919677734,-95.55077362060547,Hotel
170,DoubleDaves PizzaWorks,32.403556,-99.767292,Firehouse Subs,32.404497,-99.766251,Sandwich Place
171,DoubleDaves PizzaWorks,32.403556,-99.767292,Fuzzy's Taco Shop,32.40446,-99.763978,Mexican Restaurant
172,DoubleDaves PizzaWorks,32.403556,-99.767292,Century Theatre,32.40561762610755,-99.7697639465332,Movie Theater
173,DoubleDaves PizzaWorks,32.403556,-99.767292,Chipotle Mexican Grill,32.40542941283441,-99.76535906869981,Mexican Restaurant
174,DoubleDaves PizzaWorks,32.403556,-99.767292,Chicken Express,32.404940191270434,-99.76557511517473,American Restaurant
175,DoubleDaves PizzaWorks,32.403556,-99.767292,Hampton by Hilton,32.4039826,-99.7653132,Hotel
176,DoubleDaves PizzaWorks,32.403556,-99.767292,Casa Herrera,32.402640058873466,-99.7643938925309,Mexican Restaurant
177,DoubleDaves PizzaWorks,32.403556,-99.767292,Target,32.40537619206495,-99.76730892593771,Big Box Store
178,DoubleDaves PizzaWorks,32.403556,-99.767292,Fazoli's,32.40550335124155,-99.7628542751113,Italian Restaurant
179,DoubleDaves PizzaWorks,32.403556,-99.767292,Outback Steakhouse,32.40086919089032,-99.76512504370038,Steakhouse
180,DoubleDaves PizzaWorks,32.403556,-99.767292,AT&T,32.40353525934551,-99.76399585604668,Mobile Phone Shop
181,DoubleDaves PizzaWorks,32.403556,-99.767292,Lowe's,32.4018735,-99.7662169,Hardware Store
182,DoubleDaves PizzaWorks,32.403556,-99.767292,Pier 1 Imports,32.40425322134583,-99.76334681098706,Furniture / Home Store
183,DoubleDaves PizzaWorks,32.403556,-99.767292,IHOP,32.405793563950134,-99.76618269134562,Breakfast Spot
184,DoubleDaves PizzaWorks,32.403556,-99.767292,Cicis,32.4046665214155,-99.76533830165863,Pizza Place
185,DoubleDaves PizzaWorks,32.403556,-99.767292,Goodwill,32.404601815202106,-99.76697825566569,Thrift / Vintage Store
186,DoubleDaves PizzaWorks,32.403556,-99.767292,MCM Elegante Suites,32.39958836152086,-99.76520178259779,Hotel
187,DoubleDaves PizzaWorks,32.403556,-99.767292,SONIC Drive In,32.4050447835784,-99.7645678409253,Fast Food Restaurant
